open,closed,high,low,index
125.24,125.38,125.425,124.765,0
125.385,125.04,125.575,124.91,1
125.07,125.25,125.35,125.015,2
125.255,124.985,125.275,124.91,3
124.995,124.96,125.09,124.75,4
124.96,125.12,125.15,124.93,5
125.12,124.92,125.315,124.92,6
124.93,125.0,125.0,124.93,7
