open,closed,high,low,index
80.9,82.0,82.0,80.9,0
82.2,82.16,82.2,82.16,1
82.14,82.75,82.75,82.14,2
82.75,82.53,83.36,82.25,3
82.58,82.36,82.74,81.96,4
82.35,81.675,82.36,81.42,5
81.675,81.395,81.89,81.2,6
81.41,81.375,81.74,81.23,7
81.39,81.48,81.48,80.95,8
81.48,81.65,81.95,81.195,9
81.66,81.1,82.214,81.1,10
82.1438,82.1438,82.1438,82.1438,11
82.1,82.0,82.1,82.0,12
