open,closed,high,low,index
177.04,177.05,177.05,177.03,0
177.01,177.01,177.01,177.01,1
177.5,176.95,177.54,176.95,2
177.0,177.0,179.94,176.86,3
177.22,177.21,177.64,175.77,4
177.21,176.48,177.49,176.48,5
176.51,176.02,176.56,175.95,6
176.09,175.8,176.12,175.175,7
175.79,176.2302,176.42,175.61,8
176.25,175.9,176.38,175.74,9
175.9,175.11,175.99,175.08,10
175.15,175.1999,175.94,175.06,11
175.18,175.21,175.21,175.18,12
175.21,175.21,175.21,175.21,13
175.38,175.39,175.39,175.38,14
