open,closed,high,low,index
20.5,20.5,20.5,20.5,0
20.55,20.58,20.58,20.55,1
20.6,20.53,20.62,20.45,2
20.5783,20.765,20.91,20.4999,3
20.76,20.7691,20.9,20.7249,4
20.77,20.705,20.8283,20.65,5
20.71,20.66,20.745,20.63,6
20.655,20.705,20.76,20.61,7
20.705,20.71,20.72,20.61,8
20.705,20.7,20.72,20.57,9
20.7,20.69,20.7,20.61,10
20.69,20.69,20.69,20.69,11
20.62,20.7,20.7,20.62,12
