open,closed,high,low,index
34.93,34.93,34.93,34.93,0
34.87,34.75,34.89,34.75,1
34.89,34.91,34.91,34.75,2
34.88,34.81,35.11,34.79,3
34.8,34.83,34.98,34.8,4
34.825,34.72,34.875,34.7,5
34.715,34.61,34.74,34.575,6
34.6,34.615,34.655,34.54,7
34.615,34.71,34.75,34.59,8
34.71,34.59,34.76,34.57,9
34.59,34.59,34.59,34.59,10
