open,closed,high,low,index
71.97,72.55,72.6,71.97,0
72.34,72.4,72.76,72.3,1
72.27,72.5,72.7,72.22,2
72.44,71.88,72.945,71.87,3
71.89,71.9225,72.01,71.63,4
71.93,71.825,72.05,71.61,5
71.83,71.805,71.9,71.6,6
71.8,71.865,71.955,71.745,7
71.865,71.9,71.9574,71.83,8
71.9,71.57,71.97,71.56,9
71.575,71.6,71.6,71.51,10
71.6,71.53,71.6,71.53,11
71.54,71.5,71.6,71.48,12
71.37,71.31,71.37,71.31,13
