open,closed,high,low,index
86.49,86.49,86.49,86.49,0
86.34,86.33,86.34,86.33,1
86.21,86.25,86.7848,85.87,2
86.09,85.77,86.335,85.68,3
85.77,85.7,85.82,85.525,4
85.695,85.62,85.88,85.55,5
85.61,85.71,85.74,85.56,6
85.71,85.46,85.71,85.28,7
85.44,85.53,85.82,85.34,8
85.53,85.53,85.53,85.53,9
