open,closed,high,low,index
89.15,89.12,89.35,89.01,0
89.105,88.95,89.19,88.89,1
88.96,88.75,88.99,88.7,2
88.74,88.71,88.78,88.57,3
88.69,88.58,88.69,88.42,4
88.58,88.54,88.605,88.455,5
88.525,88.59,88.67,88.375,6
88.6,88.6558,88.6558,88.6,7
