open,closed,high,low,index
183.61,182.505,183.61,182.395,0
182.37,182.015,182.39,181.669,1
181.92,182.185,182.63,181.42,2
182.185,181.74,182.185,181.56,3
181.71,181.69,181.88,181.56,4
181.66,182.27,182.75,181.66,5
182.2,180.93,182.2,180.45,6
180.92,180.92,181.03,180.92,7
