open,closed,high,low,index
210.66,210.66,210.66,210.66,0
210.12,209.74,210.12,209.74,1
210.53,210.92,211.611,210.46,2
211.03,211.15,211.535,210.61,3
211.17,210.605,211.32,210.535,4
210.625,211.22,211.285,210.55,5
211.195,211.5,211.55,211.08,6
211.49,211.46,211.7,211.2905,7
211.43,211.22,211.69,211.1,8
211.3,211.35,211.35,211.3,9
