open,closed,high,low,index
189.01,189.0,189.01,189.0,0
189.23,189.2,189.33,189.01,1
189.15,189.0,189.15,188.9,2
189.15,188.9992,189.3,188.3,3
189.0,191.7675,192.94,188.5,4
191.75,190.51,192.34,190.3,5
190.565,190.675,191.26,190.35,6
190.75,189.42,190.8,189.28,7
189.42,189.4158,189.8505,188.92,8
189.4,188.815,189.6187,188.71,9
188.8,188.85,189.18,188.19,10
188.85,189.1,189.23,188.2114,11
189.0993,189.09,189.1,188.85,12
189.0,188.88,189.01,188.88,13
189.0,188.85,189.02,188.85,14
