open,closed,high,low,index
99.88,99.69,100.065,99.62,0
99.68,98.875,99.75,98.78,1
98.845,98.565,98.955,98.53,2
98.52,97.96,98.6,97.93,3
98.01,98.225,98.33,97.89,4
98.225,98.47,98.54,98.18,5
98.44,98.22,98.47,98.12,6
98.22,98.22,98.22,98.22,7
