open,closed,high,low,index
118.7,118.7,118.7,118.7,0
119.06,118.41,119.06,118.31,1
118.41,117.8,118.46,117.71,2
117.8,117.725,118.09,117.68,3
117.725,117.65,117.96,117.51,4
117.62,117.85,117.85,117.34,5
117.84,117.9517,118.0,117.76,6
117.9108,117.75,118.02,117.5,7
117.75,117.75,117.75,117.75,8
