open,closed,high,low,index
91.5,91.99,91.99,91.5,0
91.41,91.148,91.9,91.14,1
91.16,90.17,91.27,90.1,2
90.18,90.08,90.3,89.99,3
90.09,89.54,90.21,89.45,4
89.53,89.68,89.71,89.37,5
89.68,89.665,89.78,89.41,6
89.68,89.73,90.02,89.56,7
89.73,89.5,89.93,89.5,8
