open,closed,high,low,index
73.47,73.35,73.9,73.33,0
73.36,73.2629,73.67,73.13,1
73.26,73.285,73.41,73.18,2
73.27,73.13,73.275,73.09,3
73.125,73.02,73.15,72.945,4
73.02,72.87,73.07,72.855,5
72.87,72.615,72.895,72.6,6
72.63,72.63,72.63,72.63,7
72.4,72.4,72.4,72.4,8
