open,closed,high,low,index
199.0,199.0,199.0,199.0,0
199.91,199.25,200.24,198.73,1
199.37,198.7985,199.47,198.3,2
198.88,199.08,199.47,198.58,3
199.03,199.2,199.315,198.71,4
199.17,199.85,200.08,199.15,5
199.84,199.86,200.59,199.6,6
199.83,200.17,200.62,199.73,7
200.17,200.1,200.17,200.1,8
