open,closed,high,low,index
127.18,127.26,127.9,126.65,0
127.13,126.69,127.29,126.49,1
126.71,126.945,126.99,126.225,2
126.97,126.63,126.99,126.285,3
126.635,126.64,126.72,126.48,4
126.63,126.56,126.74,126.3205,5
126.56,125.73,126.6,125.73,6
125.76,125.76,125.77,125.76,7
125.8,125.8,125.8,125.8,8
