open,closed,high,low,index
127.0136,127.0136,127.0136,127.0136,0
127.6,126.73,127.6,126.69,1
126.75,126.25,126.88,125.99,2
126.26,126.75,126.85,126.26,3
126.71,126.56,126.78,126.44,4
126.57,126.6,126.74,126.45,5
126.6,126.5,126.65,126.35,6
126.49,125.72,126.53,125.56,7
125.71,125.69,126.0,125.69,8
125.55,125.55,125.55,125.55,9
