open,closed,high,low,index
190.69,190.69,190.69,190.69,0
191.28,190.5,191.28,190.5,1
190.58,189.78,190.59,189.78,2
189.785,189.905,190.45,189.73,3
189.965,190.01,190.12,189.815,4
190.01,190.63,190.67,189.7418,5
190.63,190.805,190.805,190.48,6
190.72,190.52,190.84,190.46,7
190.57,190.57,190.57,190.57,8
