open,closed,high,low,index
29.63,29.7,29.7,29.53,0
29.705,29.68,29.76,29.65,1
29.69,29.635,29.705,29.615,2
29.635,29.655,29.675,29.61,3
29.655,29.77,29.77,29.595,4
29.77,29.805,29.855,29.77,5
29.805,29.81,29.85,29.75,6
29.8,29.8,29.8,29.8,7
29.9807,29.9807,29.9807,29.9807,8
29.76,29.76,29.76,29.76,9
