open,closed,high,low,index
84.78,84.78,84.78,84.78,0
86.87,86.1825,87.05,86.095,1
86.13,85.66,86.27,85.65,2
85.655,85.67,85.95,85.56,3
85.66,85.68,85.73,85.55,4
85.67,85.76,85.81,85.57,5
85.74,85.88,85.91,85.73,6
85.88,85.55,85.99,85.51,7
85.54,85.54,85.54,85.54,8
