open,closed,high,low,index
88.96,89.125,89.29,88.9,0
89.13,89.0,89.31,88.99,1
89.0,89.095,89.185,88.99,2
89.095,88.99,89.1,88.9,3
88.99,88.97,89.045,88.83,4
88.96,88.995,89.03,88.905,5
88.995,89.2,89.29,88.995,6
89.2,88.66,89.2,88.66,7
