open,closed,high,low,index
146.21,144.13,147.01,144.13,0
144.285,143.12,144.37,143.05,1
143.29,143.02,143.84,142.8,2
143.0047,142.93,143.17,142.74,3
142.88,142.38,142.88,142.2101,4
142.385,142.54,142.63,142.29,5
142.54,142.15,143.0,142.09,6
142.15,142.15,142.15,142.15,7
