open,closed,high,low,index
34.49,34.49,34.49,34.49,0
34.2,34.2,34.2,34.2,1
34.3,34.3,34.4,34.18,2
34.3,34.245,34.33,34.175,3
34.25,34.255,34.34,34.225,4
34.25,34.21,34.305,34.16,5
34.205,34.2775,34.29,34.135,6
34.2775,34.21,34.3,34.18,7
34.2079,34.34,34.37,34.145,8
34.36,34.35,34.36,34.2654,9
34.36,34.42,34.42,34.36,10
34.51,34.43,34.51,34.36,11
34.35,34.44,34.44,34.35,12
