open,closed,high,low,index
97.73,96.49,97.73,96.43,0
96.45,95.67,96.69,95.565,1
95.67,96.33,96.35,95.64,2
96.33,95.76,96.33,95.73,3
95.76,96.39,96.47,95.63,4
96.41,96.3,96.56,96.1,5
96.28,95.69,96.305,95.59,6
95.72,95.72,95.72,95.72,7
