open,closed,high,low,index
67.37,67.57,67.72,66.911,0
67.56,67.31,67.64,67.2975,1
67.315,67.37,67.47,67.15,2
67.365,67.36,67.465,67.28,3
67.36,67.725,67.78,67.35,4
67.729,67.64,67.75,67.55,5
67.63,67.62,67.865,67.51,6
67.62,67.6603,67.6603,67.62,7
67.62,67.62,67.62,67.62,8
