open,closed,high,low,index
18.1,18.08,18.14,18.08,0
18.12,18.1301,18.22,18.1,1
18.13,18.0819,18.14,18.06,2
18.085,18.105,18.11,18.06,3
18.105,18.085,18.14,18.07,4
18.09,18.085,18.1,18.065,5
18.085,18.0799,18.09,18.06,6
18.08,18.0513,18.11,18.05,7
18.06,18.06,18.06,18.0501,8
18.08,18.08,18.08,18.08,9
