open,closed,high,low,index
151.58,151.0,151.58,150.78,0
150.98,150.21,150.98,150.21,1
150.2,150.24,150.53,150.04,2
150.2342,149.8,150.2342,149.61,3
149.77,150.53,150.62,149.68,4
150.555,149.92,150.555,149.75,5
149.97,150.015,150.24,149.77,6
150.03,150.03,150.03,150.03,7
