open,closed,high,low,index
197.9,197.9,197.9,197.9,0
198.35,196.0,198.35,196.0,1
196.0,195.03,196.0,194.75,2
195.16,194.44,195.51,194.42,3
194.51,194.6,195.02,194.25,4
194.55,194.82,195.09,194.235,5
194.76,194.555,195.04,194.205,6
194.575,194.77,195.04,194.07,7
194.79,194.79,194.79,194.79,8
