open,closed,high,low,index
282.66,282.66,282.66,282.66,0
282.66,281.61,282.66,281.61,1
281.27,278.565,283.47,278.125,2
278.43,271.55,278.43,271.5,3
271.05,270.5,272.93,269.86,4
270.5079,270.02,270.7,268.78,5
270.04,269.73,271.68,269.71,6
269.5,269.815,270.49,269.4,7
269.76,270.79,270.795,266.36,8
270.82,270.82,270.82,270.82,9
