open,closed,high,low,index
170.2,174.1,174.1,170.2,0
174.49,175.93,176.4,174.215,1
175.99,176.22,176.95,175.53,2
176.28,175.1575,176.34,175.09,3
175.1,176.59,176.62,174.82,4
176.48,177.6,177.68,176.2664,5
177.5516,177.07,178.06,176.86,6
177.01,178.24,178.37,176.2,7
178.24,178.24,178.36,178.24,8
178.98,178.98,178.98,178.98,9
178.77,178.77,178.77,178.77,10
