open,closed,high,low,index
56.18,56.06,56.18,55.85,0
56.03,55.7,56.13,55.685,1
55.69,55.81,55.81,55.48,2
55.805,55.645,55.875,55.56,3
55.635,55.7,55.795,55.625,4
55.7,55.53,55.71,55.53,5
55.53,55.54,55.655,55.22,6
55.55,55.55,55.55,55.26,7
